genes	logFC	logCPM	F	PValue	FDR	symbol	description	biotype	log2Average.HMEC	log2Average.TNBC	BT549_rep1	BT549_rep2	HCC70_rep1	HCC70_rep2	HMEC_rep1	HMEC_rep2	MB231_rep1	MB231_rep2	MB231_rep3
ENSG00000104472	1.3381576299575693	5.632120690723447	63.60886494785402	2.6270651479883106e-5	0.00282336977070302	CHRAC1	chromatin accessibility complex 1	protein_coding	4.4686727956788745	5.975969705381465	5.923987242422516	6.026792114531446	5.9925312160664745	6.121732075044023	4.48130743531396	4.45592652778182	5.870109293036785	5.932957061760788	5.949467074995802
ENSG00000196976	3.535828428985157	5.258309523387315	63.921727140505446	2.754683821916739e-5	0.0028724137614486566	LAGE3	L antigen family, member 3	protein_coding	2.8812566484279625	6.433100959874103	6.806367737000065	6.796040167120394	6.373432420324893	6.402763492071419	2.946967202479061	2.8124097508390125	6.184226640203034	6.076315503469717	6.2113819661519045
ENSG00000102981	4.924062700243181	2.304462098778124	62.35628558285335	2.8389666708807457e-5	0.0029242902013021208	PARD6A	par-6 family cell polarity regulator alpha	protein_coding	0.290844327431747	3.1859570921475036	3.2560986730657007	2.8477372821200717	2.358983843719748	2.6947524689979465	0.3204826110220364	0.260584370257368	3.514715550075764	3.463216504479834	3.6879815070221413
ENSG00000187608	3.9564682664421835	6.346087924380551	63.27491491902071	2.8789377732015105e-5	0.0029242902013021208	ISG15	ISG15 ubiquitin-like modifier	protein_coding	4.08287735668126	8.186194129085143	7.982871574403296	8.967932616020468	7.725791743504464	7.362268311139194	4.278232325424451	3.8568638114036173	8.23172240868365	8.255770563213504	8.241521655106803
ENSG00000163808	1.7659821055484382	4.962554481475112	61.845007710504255	2.9314662060175042e-5	0.0029242902013021208	KIF15	kinesin family member 15	protein_coding	2.2462089932543816	3.7809054545829355	3.8181239821668904	3.753724074210751	3.6775539542452433	3.892281576493304	2.3830115421400113	2.0950621845955855	3.980813621112338	3.6988178995087577	3.6096826995340514
ENSG00000228630	3.8008969575449267	3.244407130401691	60.65095328564187	3.1623301174897926e-5	0.003017263542129989	HOTAIR	HOX transcript antisense RNA	antisense	0.7308337438758759	3.5729691754333914	3.383938386398992	3.6276613165757077	2.77948443604184	2.783243685401997	0.6338576742043611	0.8216997635977001	3.9807333399117044	3.569054667949745	4.255404173278055
ENSG00000196155	3.131191920279885	4.60742439560739	59.242711055313386	3.508063722973367e-5	0.003200742723908721	PLEKHG4	pleckstrin homology domain containing, family G (with RhoGef domain) member 4	protein_coding	1.2874879805781536	3.9324314469609085	3.0352479642170214	3.2436652737513585	3.866630242653322	3.6110849352530017	0.8668861135612489	1.612744423709343	4.52627131722511	4.229844545968443	4.364051690123782
ENSG00000141480	1.9311217627832356	4.913214494661181	58.652850304389425	3.600853005563403e-5	0.003268380463806202	ARRB2	arrestin, beta 2	protein_coding	3.314619460489417	5.303979601212855	5.5585035190021275	5.606131745273335	5.022662786902495	5.197993410693096	3.4450482876870754	3.1712163681606658	5.237300759575451	5.166748071733167	5.24203285245593
ENSG00000182272	3.425661720117844	4.205994376635906	56.88988196147656	4.0839187799770546e-5	0.0034971399934393276	B4GALNT4	beta-1,4-N-acetyl-galactosaminyl transferase 4	protein_coding	1.2575049987511444	4.161639777904828	3.8575690805096703	4.7138623486201965	4.032539259656269	3.5965646470594894	1.0292522170581426	1.4545297774093737	4.216909909922535	4.316450034701982	4.134027816006606
ENSG00000185686	12.270041684354767	4.528454686900158	69.27035538959758	4.200554541011168e-5	0.0035548461086682918	PRAME	preferentially expressed antigen in melanoma	protein_coding	0	4.438804391610849	3.845928504344107	4.136822414920148	5.37406820901793	5.082114647467501	0	0	4.01685165388138	4.133931884464227	3.426536428463294
ENSG00000110721	1.9297536514138507	4.5840299415417265	56.28151427999113	4.222624097161877e-5	0.003556342737215469	CHKA	choline kinase alpha	protein_coding	2.327620255911587	4.444494958593907	4.7409212456072165	4.464936709247682	4.293707471941985	4.221391534253289	2.420023800475587	2.2288908566524324	4.596589555357425	4.306434942502664	4.415687758671712
ENSG00000006652	1.8275738707226665	6.531088166573023	56.12108429145418	4.269279681704549e-5	0.0035648328837280243	IFRD1	interferon-related developmental regulator 1	protein_coding	4.460673049757837	6.3468455679884475	6.17298287777582	6.055941109705734	6.623124207227018	6.609968172217302	4.49451849196071	4.426014483817444	6.287696642716015	6.226487995163483	6.354348759095583
ENSG00000111276	1.865811438945829	5.9646900594715655	56.107006205591354	4.273403959258392e-5	0.0035648328837280243	CDKN1B	cyclin-dependent kinase inhibitor 1B (p27, Kip1)	protein_coding	3.404750389248066	5.595980351157465	5.393389005177146	5.761689396758563	5.226132709553928	5.21530547162612	3.413949723744025	3.395492018617414	5.740412675134643	5.818502508254512	5.853334765480582
ENSG00000177084	1.269093331664231	6.832599624268677	55.808515024817716	4.362012213488071e-5	0.0036215037893783907	POLE	polymerase (DNA directed), epsilon, catalytic subunit	protein_coding	3.551126528080735	5.160163999451625	5.0673097982782735	4.774721815345212	4.86368317984228	4.830764099349985	3.62164379407111	3.4769845281686163	5.680278321490523	5.374685940469697	5.287530462365584
ENSG00000188206	2.4438643037551078	4.796674995100056	55.4992441631385	4.456212991893917e-5	0.003682261282641398	HNRNPU-AS1	HNRNPU antisense RNA 1	antisense	1.3976592250048046	3.7582329272502344	3.81040602495682	4.163281053739827	3.68602110329139	3.6977091083700433	1.3841700055891148	1.4110234874719976	3.5807046182465685	3.7228394226168504	3.555602517928715
ENSG00000132182	10.005265388020561	7.667634505083033	55.818285556416605	4.655647577316032e-5	0.0037758164008991784	NUP210	nucleoporin 210kDa	protein_coding	0.05470800054942733	5.724704317791819	4.33809275707613	3.9531594313224194	4.564126781717055	4.574580878686945	0.060015740006321046	0.04938066155236408	6.561309213649807	6.629275902474445	6.547550175229922
ENSG00000142945	1.8572267489191459	6.902449405176941	54.040494383643406	4.935754328352972e-5	0.0039481527088624365	KIF2C	kinesin family member 2C	protein_coding	4.297298236824958	6.387869252292226	6.50395811519569	6.419995050330758	6.254310051903737	6.63411052531443	4.52633554364704	4.024909272043143	6.299172863859652	6.256193260242007	6.302976225679208
ENSG00000214425	2.950582534240084	4.114253481989903	53.935382115600966	4.9727005078424714e-5	0.003954969673012376	LRRC37A4P	leucine rich repeat containing 37, member A4, pseudogene	pseudogene	1.0027819911981812	3.1547038406021786	3.5434683750165767	3.3522832479559517	2.8219745854515	2.93984742040223	0.9789281003154976	1.0262478823061663	3.0604347813434782	3.0531431669776667	3.182593718840431
ENSG00000161570	7.160169721075364	3.5422354999464227	53.97359414849024	5.289420069763843e-5	0.004100002689474469	CCL5	chemokine (C-C motif) ligand 5	protein_coding	0.14261852246890216	4.362326485231371	3.938169207857819	4.761970286540542	3.464012405850439	2.880031640254724	0.1982881207026314	0.08471427148428846	4.807240117865242	4.743370879732167	4.824477925606927
ENSG00000111206	1.3027087150925787	7.762386676391431	52.302352289192385	5.592827474239156e-5	0.004276593472633085	FOXM1	forkhead box M1	protein_coding	5.434550521961203	6.957603945101287	7.095222566666735	7.140311771627243	6.686824522005695	6.91213992304654	5.546035166558362	5.313723933823726	6.980111187809463	6.935655005828732	6.908334863728891
ENSG00000178718	5.090716784123358	5.763213681428694	52.744602396021016	5.7711799223253676e-5	0.004349783106020572	RPP25	ribonuclease P/MRP 25kDa subunit	protein_coding	1.3169366021197972	5.822489776508654	4.643857557867201	4.28286617280143	5.718372723631494	5.81798550054845	1.387408685539766	1.242844548516011	6.368667603823014	6.374763350648967	6.266511130287621
ENSG00000147408	3.396868139633316	3.5189084771788557	51.83553898088326	5.787307820952997e-5	0.004349783106020572	CSGALNACT1	chondroitin sulfate N-acetylgalactosaminyltransferase 1	protein_coding	0.5164163165629883	3.094533656239997	2.5431716457895353	3.40616143033591	2.2921560980041766	2.365424978802635	0.6192870038315736	0.40564341568022233	3.29941588473398	3.5100622160880537	3.5937623736846906
ENSG00000189060	1.716817179474942	7.650689402362249	49.40278809415593	6.946619635384935e-5	0.00489215929422153	H1F0	H1 histone family, member 0	protein_coding	5.263862376215706	7.194211298955388	6.704076640309268	7.2436908253526235	7.332869483021844	7.267448140813171	5.336326415723847	5.187565215880414	7.225629265296941	7.260966682662349	7.238003704390966
ENSG00000188130	1.3248101509423769	4.6326203218539455	48.61673077730425	7.381060699881013e-5	0.005110728116225913	MAPK12	mitogen-activated protein kinase 12	protein_coding	3.1144034352868784	4.4577008261127995	4.390503060631316	4.392541949427014	4.277311864018631	4.249714657061788	3.043930112671962	3.1815939857416202	4.59979298687859	4.681631217281148	4.555371761384444
ENSG00000143512	6.36233354980511	1.8860525070274856	48.423218617535895	7.493088172252093e-5	0.005147604651039693	HHIPL2	HHIP-like 2	protein_coding	0.06015480706595056	2.578964944834719	1.9823219533483205	3.4711249392535386	3.067573562157622	2.3566684228285637	0.02996169645121628	0.08972895971596566	2.6737405555008524	1.5808538754684778	1.9661312658101522
ENSG00000125347	2.6640411314856793	5.6510688438464936	48.74714498481583	7.687391856095699e-5	0.005168195682895251	IRF1	interferon regulatory factor 1	protein_coding	2.6109277289224138	5.706710997395762	5.129614094778535	5.51869124383034	5.038586135042526	5.056474826649609	2.4169956354609554	2.7818529492653523	6.168736709940563	6.239264927439246	6.1518196709590285
ENSG00000108479	3.70777332785411	3.8883744053539884	47.824517753567044	7.973665584669429e-5	0.005311128278031903	GALK1	galactokinase 1	protein_coding	1.608665879009343	4.787224576503518	3.760851543758131	4.17094143624375	5.308927057903599	4.890237556236454	1.5612367831114136	1.6545852288397562	4.942149277196714	5.034044255940162	4.853614428068632
ENSG00000196730	2.8528875591163967	6.477139010889764	47.894611644538585	8.290468212901274e-5	0.005419120229612108	DAPK1	death-associated protein kinase 1	protein_coding	2.699896560268221	5.263122890733732	5.601511007817155	4.802780890364261	5.77771085517638	5.858465373308214	1.9384150170119467	3.195704018484809	4.630147633445863	4.798113404342931	4.748784846905612
ENSG00000065060	2.6909711457201375	5.8713820512935175	47.80240812398038	8.350282172227688e-5	0.00542373236365225	UHRF1BP1	UHRF1 binding protein 1	protein_coding	1.1983189747530743	3.4746751574559345	2.889166620368401	2.7777054375318206	3.236263253253271	3.3040496531500674	1.056710820363112	1.3272614840695536	3.706753797185368	3.945610084869818	3.980617306338481
ENSG00000251022	1.423574962259903	5.607906682119805	46.96444479575387	8.408442903459206e-5	0.005435391246597726	THAP9-AS1	THAP9 antisense RNA 1	antisense	4.09186392925054	5.701465855160521	5.424874565633671	5.53999931692228	5.570986623628266	5.552767023154918	3.7402305458767016	4.374367414281366	5.891394287385851	5.949776006557549	5.885722404768787
ENSG00000132170	2.3039644542029873	4.952837972086079	46.40781654032418	8.79362355768999e-5	0.0055281976982369425	PPARG	peroxisome proliferator-activated receptor gamma	protein_coding	2.7242108164687058	5.055800612860993	4.703479551868447	4.66984976036346	4.599989743315202	4.613252824480224	2.664500487104861	2.781547756589481	5.4720834938972205	5.428096684238713	5.4968297284563805
ENSG00000111110	6.213707331229723	3.7284248100105195	46.63486299057663	9.155684301639652e-5	0.00569722655076308	PPM1H	protein phosphatase, Mg2+/Mn2+ dependent, 1H	protein_coding	0.054551971366441195	2.1901759126702705	3.049392814653445	2.6350423934656666	1.6319736723604412	1.312857432493198	0.06728349621291756	0.04170709202255469	2.029797727488242	1.929553629479042	1.9921026396885952
ENSG00000124216	4.97285670305739	2.5066614446113444	44.95653808896403	9.904701839955037e-5	0.0059881373283855515	SNAI1	snail family zinc finger 1	protein_coding	0.22229713511277913	2.853506243728308	3.27305783000601	3.483972804847417	2.7808812907994174	2.6153007753251662	0.2706093604458485	0.17231083247537987	2.41849820150615	2.535104567651531	2.484041652342951
ENSG00000111846	7.140519312337372	4.889242504413754	45.63529639780964	9.922401640635965e-5	0.0059881373283855515	GCNT2	glucosaminyl (N-acetyl) transferase 2, I-branching enzyme (I blood group)	protein_coding	0.45788023897152	4.118996248657868	4.138597390921127	4.358878987890067	4.820463800454497	4.721600993440295	0.7893497815920799	0.026798742697730513	3.261657285507385	3.3029525897343546	3.232278593151692
ENSG00000123080	3.4528604830800735	6.434729246503243	45.63404090948939	9.923413345474925e-5	0.0059881373283855515	CDKN2C	cyclin-dependent kinase inhibitor 2C (p18, inhibits CDK4)	protein_coding	2.8314716651094334	6.418041232911554	6.94350918649927	7.15304924821532	5.563487390187208	5.618679422279417	3.078152732941517	2.533731176506754	6.337215366838607	6.36534053877433	6.198615438875637
ENSG00000165209	1.6281646725372525	5.360457567762889	44.82530316660776	1.0013458176631958e-4	0.0059881373283855515	STRBP	spermatid perinuclear RNA binding protein	protein_coding	2.8545391762851957	4.5830853849596735	4.901193032530386	4.649018881049605	4.6690878706365995	4.646705237507406	2.8438930667958506	2.8651072998494587	4.3554184261906705	4.319574140918472	4.451710917317762
ENSG00000166278	7.095994683290272	-0.45712444518806844	52.71299087487967	1.0048206266640091e-4	0.0059881373283855515	C2	complement component 2	protein_coding	0	0.7162110868827687	0.6338812816812122	0.5671251021112754	0.6549066726952107	0.8890371126655428	0	0	0.7692218246813974	0.8488252972769813	0.6181373079813933
ENSG00000151503	1.422758203932017	6.9125711256937405	44.42991893163667	1.0350105395387389e-4	0.006046307604725335	NCAPD3	non-SMC condensin II complex, subunit D3	protein_coding	3.925221081979864	5.606919409704653	5.3444288820645225	5.130637083278859	5.26498838291887	5.1516547233579155	3.9205281830215393	3.9298987650314365	5.975563923582144	6.023689185525097	5.988855626861332
ENSG00000197903	1.9885599881286917	6.695747388493832	44.49373091249216	1.0401767314995904e-4	0.0060537594625946255	HIST1H2BK	histone cluster 1, H2bk	protein_coding	5.918124188977323	8.14281031208412	7.480625350448947	7.648746809440747	8.367158084719716	8.056901013045657	5.926191592266437	5.910011419792817	8.384107344465052	8.384146584227599	8.38584030892652
ENSG00000255874	7.503584498542952	-0.0940329436858127	51.56663409472279	1.0836283110020816e-4	0.006183387867144777	LINC00346	long intergenic non-protein coding RNA 346	protein_coding	0	2.344348984865365	2.5782501856376308	2.9776363144209292	2.1660504421924878	2.06493306995179	0	0	2.02160722812725	2.286718687822647	2.031113644450598
ENSG00000174371	1.9988053410301365	5.563474729096117	43.605802877967655	1.1115396825857318e-4	0.006258779917815005	EXO1	exonuclease 1	protein_coding	2.9330089451615087	5.100651208329803	4.756525948192862	4.551959962428764	4.922604436913732	4.9622917716735975	3.302017162602384	2.4359205689565857	5.331033500497182	5.473756262608565	5.443024825971671
ENSG00000104321	7.669498054943227	0.0561423831601342	51.14306816290939	1.1147044950098651e-4	0.006258779917815005	TRPA1	transient receptor potential cation channel, subfamily A, member 1	protein_coding	0	0.8762025603438838	0.4985576043994441	1.0522285921318706	0.5961970742261874	0.8660961295788224	0	0	1.6985870544739492	0.25778314196877083	0.6656761178539881
ENSG00000246705	1.468614243199476	5.562604797956794	43.137968443640645	1.1551558900585172e-4	0.006368941750459289	H2AFJ	H2A histone family, member J	protein_coding	4.82987372685639	6.484862398204601	6.293320411765017	6.510086791208424	6.700979223139262	6.682297296603176	4.835121528883664	4.824606766243005	6.43991979462322	6.381165055603873	6.330386840848149
ENSG00000165244	1.8279114273759203	5.0381553229414004	42.861672640285065	1.1830361738088182e-4	0.006462214391243059	ZNF367	zinc finger protein 367	protein_coding	2.2430470890466707	4.095020572265392	4.247117545771598	3.9136057794728463	4.089717254985514	3.932880770669605	2.5205616921743492	1.899122491015571	4.111679296982866	4.170518919053305	4.167621215137021
ENSG00000114631	4.839694940827064	5.440965880256957	43.37250053701063	1.1971994562883076e-4	0.00647300619606746	PODXL2	podocalyxin-like 2	protein_coding	1.0580475360355983	5.3018933723843995	3.943915863083606	4.256187486168606	4.736077054485733	4.629917456495135	0.9194689420508997	1.1844736984179627	6.05942407718535	6.00409371028858	5.891335650571157
ENSG00000077044	1.5722089875246252	5.386664183845311	42.62010493077921	1.2080922237470772e-4	0.006511802946338861	DGKD	diacylglycerol kinase, delta 130kDa	protein_coding	2.39155170126543	4.207887177795287	4.13485862734622	3.811403222533832	4.929295691994834	4.430236209848581	2.2109719383103377	2.552022308152011	3.979920698680931	3.760116226721891	4.035246566432606
ENSG00000172731	2.5953243680385816	3.3435727082429016	42.29361495731876	1.243001453497318e-4	0.006650719126541255	LRRC20	leucine rich repeat containing 20	protein_coding	0.8323875125277149	2.856809085138594	2.802759850480941	3.087458961446108	2.953101026220642	2.4197318161775256	0.7478295716937405	0.9122626194998694	2.936411402201989	2.9545750617499675	2.7504260590706515
ENSG00000104341	1.9867020545716123	8.144548680020856	42.17067375905335	1.2621369107765234e-4	0.00672039951458454	LAPTM4B	lysosomal protein transmembrane 4 beta	protein_coding	5.418963389450863	7.832461855296873	7.705160655754016	7.765473530632641	7.982162957334217	7.949294644758461	5.454872712655076	5.382137402469398	7.770704603451875	7.84130459537335	7.7913310144056105
