genes	logFC	logCPM	F	PValue	FDR	symbol	description	biotype	log2Average.HMEC	log2Average.TNBC	BT549_rep1	BT549_rep2	HCC70_rep1	HCC70_rep2	HMEC_rep1	HMEC_rep2	MB231_rep1	MB231_rep2	MB231_rep3
ENSG00000149177	5.003806888019472	5.148915397504695	167.8731656068304	5.075851584357735e-7	3.4199526174914926e-4	PTPRJ	protein tyrosine phosphatase, receptor type, J	protein_coding	0.38695073711431444	3.809599681700188	3.6397010965815815	3.3377157631482457	3.1319805493071504	3.350780389414097	0.3764244679768225	0.39740075989782997	4.178233257586986	4.277493238287071	4.256466507655101
ENSG00000166068	-2.2021880154185594	4.888023036987361	166.00751443589076	5.319144727307141e-7	3.451139901220981e-4	SPRED1	sprouty-related, EVH1 domain containing 1	protein_coding	3.883831004048302	2.220374422803415	2.1660608196581466	1.9489159959581333	1.8120283778247697	1.938826376900216	3.8742478071272277	3.8933509637782646	2.4348992402033707	2.536092362725028	2.515884528800834
ENSG00000147889	3.219748235843306	8.187265799506731	162.12721441461179	5.872721384570435e-7	3.674226186246603e-4	CDKN2A	cyclin-dependent kinase inhibitor 2A	protein_coding	6.347637638693842	9.555871000301812	9.56203572389335	9.67712104440752	9.719647163285762	9.748822246045995	6.395486892574804	6.298146787114787	9.433605180675913	9.385012718616874	9.300321755275217
ENSG00000182752	5.081353029406452	5.498986359457406	160.2632705383979	6.344919613780639e-7	3.8327690273865254e-4	PAPPA	pregnancy-associated plasma protein A, pappalysin 1	protein_coding	0.23365213797704742	3.358500794123778	3.747664932744975	3.500661849470548	3.4136666343111495	3.307539909533186	0.2358080018313882	0.23149304772671545	3.1389925659365696	3.2560859797635593	3.022448725878195
ENSG00000128510	-4.108208121685938	8.178328255293156	157.81461556366574	7.35704085311786e-7	4.2960213888306223e-4	CPA4	carboxypeptidase A4	protein_coding	9.218184044730151	5.626235168889327	4.914159807189128	5.052089515206343	6.1025105769371635	5.981566228135689	8.808195549450264	9.537074233785185	5.472836067512255	5.7784794931931	5.6786811881370545
ENSG00000136802	-1.9336724426061245	7.2186700781154975	149.96535964960069	8.133124844757876e-7	4.59600261388608e-4	LRRC8A	leucine rich repeat containing 8 family, member A	protein_coding	6.596596069414268	4.94278254731085	4.939294424134216	4.754217666568954	4.51962709033554	4.649204601144714	6.5349984568846695	6.655671037132368	5.201963705160575	5.1987665861652035	5.172148614313738
ENSG00000196754	-6.6878909277856575	9.043404077888768	149.9653655754698	9.080248285752217e-7	4.799518840849934e-4	S100A2	S100 calcium binding protein A2	protein_coding	13.424694446854968	6.578211407531811	5.167163016096883	5.3512692326871845	7.31417087894032	7.574916285545523	13.619669781056965	13.199189150704104	6.251948677940873	6.280374607329667	6.4653101007038645
ENSG00000175567	6.735424768635954	5.994592361953536	149.38049388471308	9.227601578963787e-7	4.799518840849934e-4	UCP2	uncoupling protein 2 (mitochondrial, proton carrier)	protein_coding	0.7619599257576752	6.544464524233073	5.737391348798145	5.587173151045513	6.051115497232125	5.999551207012939	0.6928480431242009	0.8279118253746658	7.154759747934065	7.317280298474729	6.903375308799769
ENSG00000198780	-4.58722373752254	3.5796382086685647	145.15751923368492	9.315198115589551e-7	4.799518840849934e-4	FAM169A	family with sequence similarity 169, member A	protein_coding	3.5613919654881423	0.698684333657322	0.33732163517091274	0.4687438087279362	0.49746226716646474	0.32944110441369384	3.572673818050604	3.550021193208322	0.753266581286505	1.1795217397082776	1.066935550235586
ENSG00000149557	-11.314245687950047	5.351987283983438	144.69451782607106	1.0521052199223958e-6	5.265936926457294e-4	FEZ1	fasciculation and elongation protein zeta 1 (zygin I)	protein_coding	7.871441141771177	0.18601076803528344	0.36170845272867563	0.643283497354064	0.08175669065227141	0	8.014394394811465	7.712749189742509	0	0.0815627217063287	0
ENSG00000171680	-3.486187953568994	4.846206142094679	139.08035562859683	1.16781839751229e-6	5.533693541625499e-4	PLEKHG5	pleckstrin homology domain containing, family G (with RhoGef domain) member 5	protein_coding	4.95167685602125	2.0287218789364334	1.7953344991364224	2.198322188433832	1.442582208589384	1.5047308047928383	4.679580347332836	5.18050753376133	2.3038941139026146	2.2975446461439826	2.3484401661761067
ENSG00000073282	-7.95932368616031	6.134637587805622	141.03887634556244	1.1687787478030796e-6	5.533693541625499e-4	TP63	tumor protein p63	protein_coding	6.508677247085245	0.5823934696675379	0.7208992102362207	0.8378718544613599	0.8883542225730681	0.7666800955659532	6.341255794167467	6.65867436897536	0.2891086971461075	0.17618918477518036	0.1909366278637261
ENSG00000168036	-2.211434808642067	8.648351223925374	133.14071344086523	1.3335107143757293e-6	6.147484393272113e-4	CTNNB1	catenin (cadherin-associated protein), beta 1, 88kDa	protein_coding	8.562432755698582	6.6188843836663755	6.838025430170437	6.785137244993777	6.720388794508695	6.60243454243752	8.465102872808643	8.653609322861291	6.3969967615477366	6.430817347523775	6.493943199294398
ENSG00000069011	3.7583022793664975	7.22960701364198	131.99540675286084	1.3868425873985817e-6	6.22941242206368e-4	PITX1	paired-like homeodomain 1	protein_coding	3.135252795974071	7.033378609141634	7.137621133133548	7.088121260016658	6.507212410263509	6.595452112964842	2.6656133291074555	3.4889768905330425	7.249636914828613	7.294314101295153	7.16276951909026
ENSG00000101187	10.944162129843177	5.59149342228047	131.11681941497426	1.5761316978990456e-6	6.640362449651879e-4	SLCO4A1	solute carrier organic anion transporter family, member 4A1	protein_coding	0.018011323045164625	5.39682734683379	5.0924823672028134	5.377129060569193	4.327502377205772	4.476969194965521	0	0.03580055363137613	5.94394139293333	5.878735623818482	5.820027587854084
ENSG00000101057	3.039286641849193	8.360044390439773	127.75272344202375	1.5820407262008696e-6	6.640362449651879e-4	MYBL2	v-myb avian myeloblastosis viral oncogene homolog-like 2	protein_coding	4.575149026614522	7.806355497486336	7.644117990563651	7.441123737848435	7.892064824191327	7.945256038147198	4.76605331513352	4.355074395244734	7.936475270203707	7.906148564376003	7.808861381640134
ENSG00000153113	-1.9291698576057599	8.43598846497376	127.5578846832219	1.592049451337932e-6	6.640362449651879e-4	CAST	calpastatin	protein_coding	8.525136327290657	7.1398178014681255	6.333097917096304	6.498390152467636	7.375797697661058	7.361929247147507	8.385887119109684	8.65212033456641	7.287771092431072	7.386353402644965	7.33987566204028
ENSG00000180287	-10.833284783022487	2.3867598557391205	128.71132488663304	1.700093671899439e-6	6.92610254519404e-4	PLD5	phospholipase D family, member 5	protein_coding	3.5207549478994906	0.005222774374485687	0	0.03616848971003249	0	0	3.2036693499459736	3.7805519687229996	0	0	0
ENSG00000154227	-10.592141804177864	2.139004937987161	125.52469261069305	1.8833640247162957e-6	7.498357042040924e-4	CERS3	ceramide synthase 3	protein_coding	4.082707059972246	0.003036747930413111	0.02112421358457495	0	0	0	4.041897571810399	4.122393855673741	0	0	0
ENSG00000087086	3.433863643371722	10.181284713491468	121.38032546712307	1.9539019721923277e-6	7.606323277525599e-4	FTL	ferritin, light polypeptide	protein_coding	7.8688023267740546	11.543814510094307	11.074721684332182	11.48455639511559	11.719776114674854	11.720203276650281	7.97973200268475	7.7486273963079855	11.573333664215475	11.579360571620096	11.561648552105243
ENSG00000159459	-1.6589758699244428	5.50605382008616	119.1197850506181	2.111140937550072e-6	8.039775422609165e-4	UBR1	ubiquitin protein ligase E3 component n-recognin 1	protein_coding	4.255697604526146	2.947961250009638	3.0871640266057407	2.552720303451285	2.7221073843231482	2.945035323837361	3.9951671102465425	4.476298853210572	3.1157931894268294	3.1374884148579616	2.978678089354227
ENSG00000148600	-11.458169533177168	3.6078000874565306	120.07806896014436	2.2565669888109907e-6	8.410753299998072e-4	CDHR1	cadherin-related family member 1	protein_coding	3.7564769285472703	0.0062843369685991	0	0.043426122803165046	0	0	3.358071816748218	4.068332766004055	0	0	0
ENSG00000104725	-10.331229223097838	3.204983803719261	116.26749275709382	2.5727240498496827e-6	9.389370813597238e-4	NEFL	neurofilament, light polypeptide	processed_transcript	3.7136612892471583	0.01128363944884006	0.04016196654973952	0.020814070199837716	0.017497479553346865	0	3.290997836716049	4.04014568194329	0	0	0
ENSG00000148925	-1.660738887457982	4.907207411324544	112.44814471887423	2.6750423362933843e-6	9.563549315752553e-4	BTBD10	BTB (POZ) domain containing 10	protein_coding	5.107932724965612	3.82791824692727	3.868041086358065	3.6768351761205618	3.5271231202836026	3.593369594656616	4.978696276457251	5.22653800477274	4.138751572391369	3.954980544569534	3.934905823277526
ENSG00000172081	-2.625312370642035	5.180410694442859	111.85419180954203	2.7342002311353102e-6	9.579543929805674e-4	MOB3A	MOB kinase activator 3A	protein_coding	5.321559386031334	3.22423300929459	3.353957061461943	3.312553845911102	2.5189426133723405	2.643563495420791	5.2365800671054386	5.401810375993746	3.3333740638767884	3.518640161977382	3.5528906059851124
ENSG00000179148	-5.117363429463239	1.13704942346304	110.75698583565033	2.8464159356720028e-6	9.63600638310499e-4	ALOXE3	arachidonate lipoxygenase 3	protein_coding	2.0554955692004824	0.2642132324358741	0.07765181690670848	0.1635249553753771	0.10551620592991594	0.4152271499833967	2.0696463154889018	2.041204648569091	0.2665895410653877	0.6215223936798902	0.11196696360731165
ENSG00000123572	-10.373772885245348	1.936696325560513	113.22264530509766	2.8652804725408045e-6	9.63600638310499e-4	NRK	Nik related kinase	protein_coding	1.7656392031856019	0.001473990877286329	0	0.010286450186704542	0	0	1.5022286982799855	1.9883002067006965	0	0	0
ENSG00000185630	2.17419224994224	6.028782644115276	110.1117815160237	2.915334731730588e-6	9.63600638310499e-4	PBX1	pre-B-cell leukemia homeobox 1	protein_coding	2.283177079451881	4.817579928239308	4.404165995286458	4.341610715902477	4.605901498155769	4.427973277228846	2.170131290889295	2.388004935011238	4.949787778420769	5.340494738001108	5.272258247814215
ENSG00000169018	-1.7105665390268527	6.0412659362504	108.49213894635866	3.0975821115023738e-6	0.0010048785820240477	FEM1B	fem-1 homolog b (C. elegans)	protein_coding	5.400154303643869	3.8256343755136224	3.914231789012934	3.9846418977204974	4.044440868378607	4.20228706586375	5.000492897055859	5.7127774621851515	3.3588296313433696	3.5260910372569167	3.5427989795057906
ENSG00000116791	-1.536599974468999	5.512614794222385	107.7934071846708	3.180512881110412e-6	0.0010061097022095221	CRYZ	crystallin, zeta (quinone reductase)	protein_coding	6.200193826122451	4.891187303640803	5.095162713413153	4.93210179931328	4.8386038981358865	4.818047266584584	6.096803552779739	6.2966675777840555	4.90501456937129	4.683872496988534	4.932168069467985
ENSG00000171469	-1.6639988862138182	5.126740526166018	107.32254084887207	3.2379394920853407e-6	0.0010061097022095221	ZNF561	zinc finger protein 561	protein_coding	5.3461734249318855	4.1574453951593355	4.038065465365985	3.978453646500308	3.7224089624100114	3.7001609059862375	5.122461029578625	5.539807691442735	4.659116911177946	4.145210492255533	4.558701622749881
ENSG00000169047	-2.7383395515591085	6.136730535597872	108.88873783923208	3.2937051354740483e-6	0.0010061097022095221	IRS1	insulin receptor substrate 1	protein_coding	5.03833051656874	2.606403270707533	1.9265576223890024	2.236912586579157	2.294018502295842	2.1333867924164602	4.857358038576988	5.199111083258417	3.149685095527174	3.036831793890551	2.952399688340478
ENSG00000157551	-6.364368451125634	2.6151167802922317	107.46731307469967	3.331108729772365e-6	0.0010061097022095221	KCNJ15	potassium inwardly-rectifying channel, subfamily J, member 15	protein_coding	4.163369901502803	0.447317231530405	0.38267320271724947	0.3162601149462805	0.21166465521404185	0.08402590223941844	4.22625655033812	4.097616611729786	0.17690130980002383	0.4720515343579682	1.1764079922871442
ENSG00000092969	-2.9112555320139344	5.925560954428379	106.1425110493808	3.7146206243611188e-6	0.001052284675118648	TGFB2	transforming growth factor, beta 2	protein_coding	6.0407520240698185	3.498088617512459	3.1744713850939745	2.9054386651097452	3.768632705557484	4.13901625334976	5.925686063399944	6.147314628868237	3.3356727345399997	3.2608123292084374	3.5412164547788336
ENSG00000101311	-3.8958211431923626	6.390626921916467	105.78716443203612	3.771608084517984e-6	0.001052284675118648	FERMT1	fermitin family member 1	protein_coding	6.29937568770476	2.9932048235948656	2.173422109272902	2.642009987811114	2.5608618311711973	2.7294099499579256	6.12869420638705	6.45198367958346	3.639407392195628	3.3616487045566332	3.279593660771497
ENSG00000084731	-2.19555814773937	5.006256705669052	103.19929539123629	3.799371235983413e-6	0.001052284675118648	KIF3C	kinesin family member 3C	protein_coding	5.2295993085311325	3.1179580759945664	3.438919381404242	3.1472662201750934	2.4114910280312727	3.0280948749262255	5.035119618288657	5.4009496194607385	3.1373101126538976	3.3612834937031164	3.0897855870760953
ENSG00000117394	-2.556427488431709	8.319077586272224	103.68346915440443	3.813017190328608e-6	0.001052284675118648	SLC2A1	solute carrier family 2 (facilitated glucose transporter), member 1	protein_coding	8.639018605663194	6.446419677006127	5.764020075872995	5.819391306746958	6.303034756642928	6.3716170744628675	8.44068799117906	8.81335025218823	6.814316180771198	6.931134475756473	6.69096546580807
ENSG00000140367	-1.4044053460100656	5.528171985733693	102.47612020306408	3.909818664188106e-6	0.001052284675118648	UBE2Q2	ubiquitin-conjugating enzyme E2Q family member 2	protein_coding	5.504088929975769	4.251562294530271	4.170424127369115	4.2718243284188855	3.9618037729864692	4.360261525180407	5.421157226549088	5.582511430111172	4.30974508267273	4.30291790251146	4.344931159369308
ENSG00000158023	-5.833184736426233	3.3513622390245987	104.4897281181793	3.964171412062992e-6	0.001052284675118648	WDR66	WD repeat domain 66	protein_coding	4.883487492356852	0.48171023651853123	0.5200096346154655	0.3471860461680298	0.3116405135655362	0.3739101884295942	4.931896707019508	4.833397354427115	0.5437107777330118	0.47769335878709407	0.7497773802921992
ENSG00000130303	6.169281951230921	7.222056329544077	104.30635161236881	3.992354695420612e-6	0.001052284675118648	BST2	bone marrow stromal cell antigen 2	protein_coding	2.498273544440652	8.553741382287152	7.414103659730467	8.205024774098927	8.727896887264723	8.633747328965269	2.8849134052005723	1.9684824900571325	8.806778248936421	8.78956333763858	8.824243387648975
ENSG00000078596	-9.949827074858637	1.5135649480527293	103.85275322511539	4.007803186590993e-6	0.001052284675118648	ITM2A	integral membrane protein 2A	protein_coding	3.574096173196221	0.03919789943048738	0.25434813337924395	0	0	0	3.813542381569009	3.2868426399198785	0	0	0
ENSG00000135622	-2.437326886813153	3.7846913546377925	101.49493522158907	4.066048540361494e-6	0.001052284675118648	SEMA4F	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4F	protein_coding	4.086167108492226	1.9399876618780785	1.725317616473179	1.634159505395114	2.1306866683225483	2.0641705161966897	4.230014740942504	3.926372026455284	2.183422464485414	1.7857155033371284	1.9624320709861363
ENSG00000172031	-5.370630130726582	0.4017337583800698	101.3810401826519	4.084676213498576e-6	0.001052284675118648	EPHX4	epoxide hydrolase 4	protein_coding	2.555110822757781	0.18619707448141376	0.1279322345491865	0.06717986346660536	0.11059459714311884	0.24846538027714163	2.554529898045646	2.5556915136452463	0.2039798523019023	0.25594049614859554	0.2754003283822257
ENSG00000134668	-3.7016812289634546	2.7491686818494583	99.52642808106245	4.40327924832573e-6	0.0010999512461645445	SPOCD1	SPOC domain containing 1	protein_coding	3.8791062893606005	1.1823481636654027	1.4055911394441187	1.0531581619955868	0.689846769909974	0.8762464419134597	3.6190301735809283	4.099381926280303	1.4696294145235433	1.2110887874723026	1.3942637896688619
ENSG00000189369	-9.924854841450234	1.505667351419314	101.04826440846259	4.4965898126543535e-6	0.0010999512461645445	GSPT2	G1 to S phase transition 2	protein_coding	2.6287693745202256	0.004247741749163944	0	0	0	0.029474855845018747	2.69406535105871	2.560377444762504	0	0	0
ENSG00000134955	-5.629976314183831	3.6611714216179414	101.25043163147629	4.500450632898833e-6	0.0010999512461645445	SLC37A2	solute carrier family 37 (glucose-6-phosphate transporter), member 2	protein_coding	4.6107462203530645	0.6768066319648464	0.8698837361669151	0.9511533657648231	0.4006593854464197	0.42391841725566026	4.4446302548896695	4.759694827579989	0.6282858298463858	0.4762087848909142	0.8724428870961717
ENSG00000172667	-2.018406876128307	5.244557456097771	98.62184603691264	4.569733084499606e-6	0.0010999512461645445	ZMAT3	zinc finger, matrin-type 3	protein_coding	3.7838426922722275	2.515745193708579	3.0695097961631643	2.724142301145236	1.9951095326444843	2.0109750976391543	3.6013140157110617	3.945850043296097	2.2859602927291833	2.570928812934913	2.6309042561172764
ENSG00000240563	-9.981085022379865	1.5593775583652096	100.41340905509662	4.631939022369532e-6	0.0010999512461645445	L1TD1	LINE-1 type transposase domain containing 1	protein_coding	2.3279637191649174	0.003172968139011563	0	0	0	0.022065612107054145	1.9923921295969038	2.6000226302747764	0	0	0
ENSG00000088726	-6.240912511442945	5.065398772941592	100.4502188117726	4.646443213618923e-6	0.0010999512461645445	TMEM40	transmembrane protein 40	protein_coding	8.449394811218964	2.3220815867960427	1.4656300451506943	1.2745315641323516	3.213384419194454	2.7798303188966473	8.371167451800524	8.523597725380785	2.499491479169819	1.7649815029315077	2.209818049014991
ENSG00000065534	-5.508736797134625	6.490817771218047	100.06445105544444	4.718904508131936e-6	0.00110221025564607	MYLK	myosin light chain kinase	protein_coding	7.5137575208353535	2.0022593297532616	3.428842007709164	1.2757732520004874	2.079128446602252	2.2939323968065537	7.4588278977472875	7.566672218669341	1.0145714242228863	0.7646118166183042	1.0034102428339813
ENSG00000158106	3.4557411255433945	3.7383028669792724	96.17668618730477	5.0599339124881856e-6	0.0011663147668285268	RHPN1	rhophilin, Rho GTPase binding protein 1	protein_coding	0.6458650913936095	3.2622384778389333	2.8150122116517498	2.9112496886246877	3.231972599591083	3.3587287021393446	0.5621393160723432	0.7249972690250647	3.6142890523331963	3.4588840113348933	3.2790039006198093
ENSG00000003436	8.294884588037634	5.48435400501933	96.51574455397962	5.455277542818114e-6	0.001241111064871269	TFPI	tissue factor pathway inhibitor (lipoprotein-associated coagulation inhibitor)	protein_coding	0.08390007691219172	5.865762077999303	5.24249609885991	5.361385343067268	4.590894526475255	4.363256898354271	0.06561339706087853	0.10195786476498978	6.510690409075329	6.545638469045734	6.643102541793391
ENSG00000100350	2.6798705797716607	5.905331433328633	92.92769920411851	5.815462887702644e-6	0.001295998930222307	FOXRED2	FAD-dependent oxidoreductase domain containing 2	protein_coding	2.1687688526165223	4.92421299874709	5.208957171891528	5.077600879730838	4.6756431097097755	4.64950398132759	2.1789398637223094	2.158525626386	4.954525703778123	5.087542498904241	4.706920369096631
ENSG00000113430	-10.314975840537056	4.316837580431436	94.87034511239088	5.84449797280296e-6	0.001295998930222307	IRX4	iroquois homeobox 4	protein_coding	5.821368039205909	0.09342412665637737	0.3803407431462435	0	0.12153438123829806	0.1093674646552338	5.890735759177505	5.748495762336235	0	0	0
ENSG00000101412	2.9444361249177176	5.904763540548665	92.15486234941737	6.015169380255423e-6	0.0013171717150414312	E2F1	E2F transcription factor 1	protein_coding	2.4890905703520643	5.4753194028229295	5.191021288255724	4.8715025414856	5.1863764670168475	5.130141678835581	2.6705159274147716	2.2815233239136736	5.908026814662088	5.915772945022928	5.748346536773355
ENSG00000197641	-9.662254044563172	1.815891535111557	91.97534503437522	6.615954527701884e-6	0.0014308431039047112	SERPINB13	serpin peptidase inhibitor, clade B (ovalbumin), member 13	protein_coding	3.1664235376043153	0.008420080359066426	0	0	0.026902995006130182	0.03160868759859696	2.892835184935302	3.3963075011391095	0	0	0
