	Matrix	Chromosome	Distance	Contacts	Number_bins	Scale_factor
29	HMEC	chr2	2900000	7.742024319648574	2403	0.9773703275862551
30	HMEC	chr2	3000000	7.245360798123127	2402	0.9773703275862551
	Matrix	Chromosome	Distance	Contacts	Number_bins	Scale_factor
0	HMEC	chr3	0	3257.409487771434	1981	0.9773703275862551
1	HMEC	chr3	100000	871.4368846284476	1980	0.9773703275862551
2	HMEC	chr3	200000	345.5290202256079	1979	0.9773703275862551
3	HMEC	chr3	300000	223.4900754832316	1978	0.9773703275862551
4	HMEC	chr3	400000	158.9662656312389	1977	0.9773703275862551
5	HMEC	chr3	500000	119.65072723566	1976	0.9773703275862551
6	HMEC	chr3	600000	94.5630030820638	1975	0.9773703275862551
7	HMEC	chr3	700000	77.08161762800113	1974	0.9773703275862551
8	HMEC	chr3	800000	63.70695799935413	1973	0.9773703275862551
9	HMEC	chr3	900000	53.50281972122756	1972	0.9773703275862551
10	HMEC	chr3	1000000	45.05971573773195	1971	0.9773703275862551
11	HMEC	chr3	1100000	38.59581434476522	1970	0.9773703275862551
12	HMEC	chr3	1200000	33.76273531909599	1969	0.9773703275862551
13	HMEC	chr3	1300000	29.663439244213503	1968	0.9773703275862551
14	HMEC	chr3	1400000	26.46869114468894	1967	0.9773703275862551
15	HMEC	chr3	1500000	23.724440995855883	1966	0.9773703275862551
16	HMEC	chr3	1600000	21.38484496404551	1965	0.9773703275862551
17	HMEC	chr3	1700000	19.1541834266847	1964	0.9773703275862551
18	HMEC	chr3	1800000	17.62354766261455	1963	0.9773703275862551
19	HMEC	chr3	1900000	15.979615895154716	1962	0.9773703275862551
20	HMEC	chr3	2000000	14.893314884337435	1961	0.9773703275862551
21	HMEC	chr3	2100000	13.330604928212205	1960	0.9773703275862551
22	HMEC	chr3	2200000	12.137166135411347	1959	0.9773703275862551
23	HMEC	chr3	2300000	11.150570266922584	1958	0.9773703275862551
24	HMEC	chr3	2400000	10.388968352322768	1957	0.9773703275862551
25	HMEC	chr3	2500000	9.782093092976277	1956	0.9773703275862551
26	HMEC	chr3	2600000	9.104704263422281	1955	0.9773703275862551
27	HMEC	chr3	2700000	8.568806462296726	1954	0.9773703275862551
28	HMEC	chr3	2800000	8.022209051490293	1953	0.9773703275862551
29	HMEC	chr3	2900000	7.457719546725578	1952	0.9773703275862551
30	HMEC	chr3	3000000	7.190680973618686	1951	0.9773703275862551
	Matrix	Chromosome	Distance	Contacts	Number_bins	Scale_factor
0	HMEC	chr4	0	3081.267507333256	1912	0.9773703275862551
1	HMEC	chr4	100000	834.3229928992674	1911	0.9773703275862551
2	HMEC	chr4	200000	334.5118053751405	1910	0.9773703275862551
3	HMEC	chr4	300000	221.4641573583048	1909	0.9773703275862551
4	HMEC	chr4	400000	160.53601232702124	1908	0.9773703275862551
5	HMEC	chr4	500000	123.91861717328065	1907	0.9773703275862551
6	HMEC	chr4	600000	98.85187296825362	1906	0.9773703275862551
7	HMEC	chr4	700000	80.91238270205287	1905	0.9773703275862551
8	HMEC	chr4	800000	66.5533396756848	1904	0.9773703275862551
9	HMEC	chr4	900000	56.43310348634235	1903	0.9773703275862551
10	HMEC	chr4	1000000	48.49300007923383	1902	0.9773703275862551
11	HMEC	chr4	1100000	42.172462727300726	1901	0.9773703275862551
12	HMEC	chr4	1200000	37.33805573604893	1900	0.9773703275862551
13	HMEC	chr4	1300000	33.08374569319604	1899	0.9773703275862551
14	HMEC	chr4	1400000	29.618364207478873	1898	0.9773703275862551
15	HMEC	chr4	1500000	26.44022613847182	1897	0.9773703275862551
16	HMEC	chr4	1600000	23.86503697486411	1896	0.9773703275862551
17	HMEC	chr4	1700000	21.49695771181578	1895	0.9773703275862551
18	HMEC	chr4	1800000	19.708369918985603	1894	0.9773703275862551
19	HMEC	chr4	1900000	18.07353386479358	1893	0.9773703275862551
20	HMEC	chr4	2000000	16.694834825042353	1892	0.9773703275862551
21	HMEC	chr4	2100000	15.510796646210997	1891	0.9773703275862551
22	HMEC	chr4	2200000	14.268350399163523	1890	0.9773703275862551
23	HMEC	chr4	2300000	13.344463302524021	1889	0.9773703275862551
24	HMEC	chr4	2400000	12.537327869127848	1888	0.9773703275862551
25	HMEC	chr4	2500000	11.807194728926914	1887	0.9773703275862551
26	HMEC	chr4	2600000	11.001789863929455	1886	0.9773703275862551
27	HMEC	chr4	2700000	10.35907270324494	1885	0.9773703275862551
28	HMEC	chr4	2800000	9.798739299460392	1884	0.9773703275862551
29	HMEC	chr4	2900000	9.237964874905991	1883	0.9773703275862551
30	HMEC	chr4	3000000	8.810749633778945	1882	0.9773703275862551
	Matrix	Chromosome	Distance	Contacts	Number_bins	Scale_factor
0	HMEC	chr5	0	3169.224283004014	1810	0.9773703275862551
1	HMEC	chr5	100000	850.3749941905079	1809	0.9773703275862551
2	HMEC	chr5	200000	338.6799448952128	1808	0.9773703275862551
3	HMEC	chr5	300000	221.9212276089701	1807	0.9773703275862551
4	HMEC	chr5	400000	160.02671047703984	1806	0.9773703275862551
5	HMEC	chr5	500000	122.89570879338973	1805	0.9773703275862551
6	HMEC	chr5	600000	99.3285555571503	1804	0.9773703275862551
7	HMEC	chr5	700000	80.18510954593691	1803	0.9773703275862551
8	HMEC	chr5	800000	67.60254453745789	1802	0.9773703275862551
9	HMEC	chr5	900000	58.41108493387161	1801	0.9773703275862551
10	HMEC	chr5	1000000	49.656966232291666	1800	0.9773703275862551
11	HMEC	chr5	1100000	42.76927683356007	1799	0.9773703275862551
12	HMEC	chr5	1200000	36.83796901713229	1798	0.9773703275862551
13	HMEC	chr5	1300000	32.199828520784585	1797	0.9773703275862551
14	HMEC	chr5	1400000	28.32055876329365	1796	0.9773703275862551
15	HMEC	chr5	1500000	25.533627155473052	1795	0.9773703275862551
16	HMEC	chr5	1600000	22.764848688454585	1794	0.9773703275862551
17	HMEC	chr5	1700000	20.43102033698934	1793	0.9773703275862551
18	HMEC	chr5	1800000	19.03731148526627	1792	0.9773703275862551
19	HMEC	chr5	1900000	16.853030154348215	1791	0.9773703275862551
20	HMEC	chr5	2000000	15.924981265464885	1790	0.9773703275862551
21	HMEC	chr5	2100000	14.43002099925138	1789	0.9773703275862551
22	HMEC	chr5	2200000	13.339617917625684	1788	0.9773703275862551
23	HMEC	chr5	2300000	12.269231365194262	1787	0.9773703275862551
24	HMEC	chr5	2400000	11.610862402313561	1786	0.9773703275862551
25	HMEC	chr5	2500000	10.791705524966847	1785	0.9773703275862551
26	HMEC	chr5	2600000	10.021730776815676	1784	0.9773703275862551
27	HMEC	chr5	2700000	9.39722423819604	1783	0.9773703275862551
28	HMEC	chr5	2800000	8.90407515504872	1782	0.9773703275862551
29	HMEC	chr5	2900000	8.507809078993562	1781	0.9773703275862551
30	HMEC	chr5	3000000	8.061968623084912	1780	0.9773703275862551
	Matrix	Chromosome	Distance	Contacts	Number_bins	Scale_factor
0	HMEC	chr6	0	3244.0583548286263	1712	0.9773703275862551
1	HMEC	chr6	100000	870.5253231312656	1711	0.9773703275862551
2	HMEC	chr6	200000	344.6648814452114	1710	0.9773703275862551
3	HMEC	chr6	300000	224.60447871590713	1709	0.9773703275862551
4	HMEC	chr6	400000	161.0368002966105	1708	0.9773703275862551
5	HMEC	chr6	500000	120.87487308777658	1707	0.9773703275862551
6	HMEC	chr6	600000	94.54468623108724	1706	0.9773703275862551
7	HMEC	chr6	700000	77.27938223272419	1705	0.9773703275862551
8	HMEC	chr6	800000	63.52270765866089	1704	0.9773703275862551
9	HMEC	chr6	900000	53.554059716007124	1703	0.9773703275862551
10	HMEC	chr6	1000000	45.98051255787885	1702	0.9773703275862551
11	HMEC	chr6	1100000	40.209503524841196	1701	0.9773703275862551
12	HMEC	chr6	1200000	34.441676446830556	1700	0.9773703275862551
13	HMEC	chr6	1300000	30.354578086404118	1699	0.9773703275862551
14	HMEC	chr6	1400000	26.573547703462413	1698	0.9773703275862551
15	HMEC	chr6	1500000	23.283450307439956	1697	0.9773703275862551
16	HMEC	chr6	1600000	20.642803058303315	1696	0.9773703275862551
17	HMEC	chr6	1700000	18.51694536870683	1695	0.9773703275862551
18	HMEC	chr6	1800000	16.563765420210018	1694	0.9773703275862551
19	HMEC	chr6	1900000	15.02146978409391	1693	0.9773703275862551
20	HMEC	chr6	2000000	13.940634322536974	1692	0.9773703275862551
21	HMEC	chr6	2100000	12.84395381591727	1691	0.9773703275862551
22	HMEC	chr6	2200000	12.00341116584774	1690	0.9773703275862551
23	HMEC	chr6	2300000	11.116483313442519	1689	0.9773703275862551
24	HMEC	chr6	2400000	10.229626678153382	1688	0.9773703275862551
25	HMEC	chr6	2500000	9.603650933753213	1687	0.9773703275862551
26	HMEC	chr6	2600000	8.851544529026624	1686	0.9773703275862551
27	HMEC	chr6	2700000	8.470869584843742	1685	0.9773703275862551
28	HMEC	chr6	2800000	7.930435216826443	1684	0.9773703275862551
29	HMEC	chr6	2900000	7.565376826449399	1683	0.9773703275862551
30	HMEC	chr6	3000000	7.181374492614664	1682	0.9773703275862551
	Matrix	Chromosome	Distance	Contacts	Number_bins	Scale_factor
0	HMEC	chr7	0	3240.8648279295217	1592	0.9773703275862551
1	HMEC	chr7	100000	854.723043380095	1591	0.9773703275862551
2	HMEC	chr7	200000	340.55382553454405	1590	0.9773703275862551
3	HMEC	chr7	300000	222.74108638211575	1589	0.9773703275862551
4	HMEC	chr7	400000	158.73141838782644	1588	0.9773703275862551
5	HMEC	chr7	500000	121.86663282954002	1587	0.9773703275862551
6	HMEC	chr7	600000	95.86658074188344	1586	0.9773703275862551
7	HMEC	chr7	700000	77.29602444263435	1585	0.9773703275862551
8	HMEC	chr7	800000	62.77051604049668	1584	0.9773703275862551
9	HMEC	chr7	900000	52.49126057659636	1583	0.9773703275862551
10	HMEC	chr7	1000000	43.95304574468884	1582	0.9773703275862551
11	HMEC	chr7	1100000	37.882269343556004	1581	0.9773703275862551
12	HMEC	chr7	1200000	33.19220013796274	1580	0.9773703275862551
13	HMEC	chr7	1300000	29.37538029454584	1579	0.9773703275862551
14	HMEC	chr7	1400000	26.176673124434974	1578	0.9773703275862551
15	HMEC	chr7	1500000	23.169710577296343	1577	0.9773703275862551
16	HMEC	chr7	1600000	20.93540639909085	1576	0.9773703275862551
17	HMEC	chr7	1700000	18.89402276456013	1575	0.9773703275862551
18	HMEC	chr7	1800000	17.284947075066523	1574	0.9773703275862551
19	HMEC	chr7	1900000	16.251401004874467	1573	0.9773703275862551
20	HMEC	chr7	2000000	14.52918836375615	1572	0.9773703275862551
21	HMEC	chr7	2100000	14.385417533282482	1571	0.9773703275862551
22	HMEC	chr7	2200000	12.13368875237645	1570	0.9773703275862551
23	HMEC	chr7	2300000	11.023715992622556	1569	0.9773703275862551
24	HMEC	chr7	2400000	10.921626125819042	1568	0.9773703275862551
25	HMEC	chr7	2500000	9.88054858114597	1567	0.9773703275862551
26	HMEC	chr7	2600000	9.52234545433396	1566	0.9773703275862551
27	HMEC	chr7	2700000	8.911747349529913	1565	0.9773703275862551
28	HMEC	chr7	2800000	8.402847882787604	1564	0.9773703275862551
29	HMEC	chr7	2900000	8.127474300187552	1563	0.9773703275862551
30	HMEC	chr7	3000000	7.64717029275351	1562	0.9773703275862551
	Matrix	Chromosome	Distance	Contacts	Number_bins	Scale_factor
0	HMEC	chr8	0	3139.144637649662	1464	0.9773703275862551
1	HMEC	chr8	100000	841.8602797223401	1463	0.9773703275862551
2	HMEC	chr8	200000	340.33634587513365	1462	0.9773703275862551
3	HMEC	chr8	300000	219.6852244727883	1461	0.9773703275862551
4	HMEC	chr8	400000	160.97240394695734	1460	0.9773703275862551
5	HMEC	chr8	500000	122.70568917246722	1459	0.9773703275862551
6	HMEC	chr8	600000	95.92263581743399	1458	0.9773703275862551
7	HMEC	chr8	700000	77.97886343626789	1457	0.9773703275862551
8	HMEC	chr8	800000	64.65942129742864	1456	0.9773703275862551
9	HMEC	chr8	900000	54.698363442011114	1455	0.9773703275862551
10	HMEC	chr8	1000000	46.35017872705209	1454	0.9773703275862551
11	HMEC	chr8	1100000	39.595681254614526	1453	0.9773703275862551
12	HMEC	chr8	1200000	34.11882219067695	1452	0.9773703275862551
13	HMEC	chr8	1300000	30.095708880884303	1451	0.9773703275862551
14	HMEC	chr8	1400000	26.330264201434794	1450	0.9773703275862551
15	HMEC	chr8	1500000	23.449373868025948	1449	0.9773703275862551
16	HMEC	chr8	1600000	21.37423129152407	1448	0.9773703275862551
17	HMEC	chr8	1700000	19.393399947308907	1447	0.9773703275862551
18	HMEC	chr8	1800000	17.68644498301034	1446	0.9773703275862551
19	HMEC	chr8	1900000	16.123942440666244	1445	0.9773703275862551
20	HMEC	chr8	2000000	14.817970611210981	1444	0.9773703275862551
21	HMEC	chr8	2100000	13.935774662521707	1443	0.9773703275862551
22	HMEC	chr8	2200000	12.937698415406212	1442	0.9773703275862551
23	HMEC	chr8	2300000	11.937014773722474	1441	0.9773703275862551
24	HMEC	chr8	2400000	11.316057020313767	1440	0.9773703275862551
25	HMEC	chr8	2500000	10.56322612910034	1439	0.9773703275862551
26	HMEC	chr8	2600000	9.841640648079151	1438	0.9773703275862551
27	HMEC	chr8	2700000	9.357910496492641	1437	0.9773703275862551
28	HMEC	chr8	2800000	9.029107067996993	1436	0.9773703275862551
29	HMEC	chr8	2900000	8.608103935134213	1435	0.9773703275862551
30	HMEC	chr8	3000000	8.833641040986905	1434	0.9773703275862551
	Matrix	Chromosome	Distance	Contacts	Number_bins	Scale_factor
0	HMEC	chr9	0	2874.307629533167	1413	0.9773703275862551
1	HMEC	chr9	100000	743.7848913956941	1412	0.9773703275862551
2	HMEC	chr9	200000	285.3534768885468	1411	0.9773703275862551
3	HMEC	chr9	300000	184.83666138662755	1410	0.9773703275862551
4	HMEC	chr9	400000	131.7780888648994	1409	0.9773703275862551
5	HMEC	chr9	500000	99.63367642274481	1408	0.9773703275862551
6	HMEC	chr9	600000	81.25063098266989	1407	0.9773703275862551
7	HMEC	chr9	700000	63.39665648136557	1406	0.9773703275862551
8	HMEC	chr9	800000	54.6247798894882	1405	0.9773703275862551
9	HMEC	chr9	900000	44.036570723332424	1404	0.9773703275862551
10	HMEC	chr9	1000000	37.55705757770222	1403	0.9773703275862551
11	HMEC	chr9	1100000	33.22707650138553	1402	0.9773703275862551
12	HMEC	chr9	1200000	29.447679559708217	1401	0.9773703275862551
13	HMEC	chr9	1300000	25.73687275179789	1400	0.9773703275862551
14	HMEC	chr9	1400000	21.884762370724218	1399	0.9773703275862551
15	HMEC	chr9	1500000	20.01690298813288	1398	0.9773703275862551
16	HMEC	chr9	1600000	21.05349442474276	1397	0.9773703275862551
17	HMEC	chr9	1700000	18.45931806551808	1396	0.9773703275862551
18	HMEC	chr9	1800000	15.101864084418322	1395	0.9773703275862551
19	HMEC	chr9	1900000	13.665852190905087	1394	0.9773703275862551
20	HMEC	chr9	2000000	13.449052513259927	1393	0.9773703275862551
21	HMEC	chr9	2100000	13.711175202788755	1392	0.9773703275862551
22	HMEC	chr9	2200000	14.114339232005332	1391	0.9773703275862551
23	HMEC	chr9	2300000	12.892828547845202	1390	0.9773703275862551
24	HMEC	chr9	2400000	14.398969889781736	1389	0.9773703275862551
25	HMEC	chr9	2500000	10.074364868790793	1388	0.9773703275862551
26	HMEC	chr9	2600000	9.051408051210345	1387	0.9773703275862551
27	HMEC	chr9	2700000	9.000463244619324	1386	0.9773703275862551
28	HMEC	chr9	2800000	8.744038756779185	1385	0.9773703275862551
29	HMEC	chr9	2900000	7.843558545260182	1384	0.9773703275862551
30	HMEC	chr9	3000000	7.2516289127430715	1383	0.9773703275862551
	Matrix	Chromosome	Distance	Contacts	Number_bins	Scale_factor
0	HMEC	chr10	0	3261.6700139856266	1356	0.9773703275862551
1	HMEC	chr10	100000	853.1347741433219	1355	0.9773703275862551
2	HMEC	chr10	200000	336.70601809581365	1354	0.9773703275862551
3	HMEC	chr10	300000	217.4834501843353	1353	0.9773703275862551
4	HMEC	chr10	400000	154.27289078748936	1352	0.9773703275862551
5	HMEC	chr10	500000	117.29859466168581	1351	0.9773703275862551
6	HMEC	chr10	600000	92.63962973804286	1350	0.9773703275862551
7	HMEC	chr10	700000	73.99133182926131	1349	0.9773703275862551
8	HMEC	chr10	800000	61.465282427375556	1348	0.9773703275862551
9	HMEC	chr10	900000	54.000422284896615	1347	0.9773703275862551
10	HMEC	chr10	1000000	44.535345862828024	1346	0.9773703275862551
11	HMEC	chr10	1100000	38.86783158559297	1345	0.9773703275862551
12	HMEC	chr10	1200000	33.698102786388425	1344	0.9773703275862551
13	HMEC	chr10	1300000	29.800647097395245	1343	0.9773703275862551
14	HMEC	chr10	1400000	25.664606543796733	1342	0.9773703275862551
15	HMEC	chr10	1500000	23.341536221039597	1341	0.9773703275862551
16	HMEC	chr10	1600000	20.51658675326978	1340	0.9773703275862551
17	HMEC	chr10	1700000	20.04338652421236	1339	0.9773703275862551
18	HMEC	chr10	1800000	16.785701820733685	1338	0.9773703275862551
19	HMEC	chr10	1900000	15.775573805360382	1337	0.9773703275862551
20	HMEC	chr10	2000000	15.509539253195406	1336	0.9773703275862551
21	HMEC	chr10	2100000	17.01824321021109	1335	0.9773703275862551
22	HMEC	chr10	2200000	18.294735919803863	1334	0.9773703275862551
23	HMEC	chr10	2300000	11.4717679316008	1333	0.9773703275862551
24	HMEC	chr10	2400000	11.2267926400778	1332	0.9773703275862551
25	HMEC	chr10	2500000	10.990045765435735	1331	0.9773703275862551
26	HMEC	chr10	2600000	9.595564575996965	1330	0.9773703275862551
27	HMEC	chr10	2700000	9.935263271979764	1329	0.9773703275862551
28	HMEC	chr10	2800000	8.630977061017656	1328	0.9773703275862551
29	HMEC	chr10	2900000	8.398019843236803	1327	0.9773703275862551
30	HMEC	chr10	3000000	7.690505794174689	1326	0.9773703275862551
	Matrix	Chromosome	Distance	Contacts	Number_bins	Scale_factor
0	HMEC	chr11	0	3289.2153354485868	1351	0.9773703275862551
1	HMEC	chr11	100000	877.8126910706395	1350	0.9773703275862551
2	HMEC	chr11	200000	343.5409253933375	1349	0.9773703275862551
3	HMEC	chr11	300000	215.89495726526198	1348	0.9773703275862551
4	HMEC	chr11	400000	152.438679272795	1347	0.9773703275862551
5	HMEC	chr11	500000	112.58229331299736	1346	0.9773703275862551
6	HMEC	chr11	600000	87.34632691231234	1345	0.9773703275862551
7	HMEC	chr11	700000	69.85296612594679	1344	0.9773703275862551
8	HMEC	chr11	800000	57.7312934217311	1343	0.9773703275862551
9	HMEC	chr11	900000	48.30879215833151	1342	0.9773703275862551
10	HMEC	chr11	1000000	40.88966730968339	1341	0.9773703275862551
11	HMEC	chr11	1100000	35.487182249131685	1340	0.9773703275862551
12	HMEC	chr11	1200000	31.42637191391859	1339	0.9773703275862551
13	HMEC	chr11	1300000	27.63030589125812	1338	0.9773703275862551
14	HMEC	chr11	1400000	24.447219648269762	1337	0.9773703275862551
15	HMEC	chr11	1500000	22.026065608930434	1336	0.9773703275862551
16	HMEC	chr11	1600000	19.75873907318842	1335	0.9773703275862551
17	HMEC	chr11	1700000	17.776021690678423	1334	0.9773703275862551
18	HMEC	chr11	1800000	15.988736404904303	1333	0.9773703275862551
19	HMEC	chr11	1900000	14.503562011949898	1332	0.9773703275862551
20	HMEC	chr11	2000000	13.03135548079256	1331	0.9773703275862551
21	HMEC	chr11	2100000	12.045973890839168	1330	0.9773703275862551
22	HMEC	chr11	2200000	11.30721041786244	1329	0.9773703275862551
23	HMEC	chr11	2300000	10.43687595054703	1328	0.9773703275862551
24	HMEC	chr11	2400000	9.865245535734724	1327	0.9773703275862551
25	HMEC	chr11	2500000	9.13000211115756	1326	0.9773703275862551
26	HMEC	chr11	2600000	8.679945077597642	1325	0.9773703275862551
27	HMEC	chr11	2700000	8.153746585045278	1324	0.9773703275862551
28	HMEC	chr11	2800000	7.605949035755949	1323	0.9773703275862551
29	HMEC	chr11	2900000	7.224116028787415	1322	0.9773703275862551
30	HMEC	chr11	3000000	6.734605403411663	1321	0.9773703275862551
	Matrix	Chromosome	Distance	Contacts	Number_bins	Scale_factor
0	HMEC	chr12	0	3357.7378114958137	1339	0.9773703275862551
1	HMEC	chr12	100000	904.5956122886245	1338	0.9773703275862551
2	HMEC	chr12	200000	352.41624417498736	1337	0.9773703275862551
3	HMEC	chr12	300000	223.1738735309182	1336	0.9773703275862551
4	HMEC	chr12	400000	157.24692296275245	1335	0.9773703275862551
5	HMEC	chr12	500000	116.00773580094557	1334	0.9773703275862551
6	HMEC	chr12	600000	90.61760721169631	1333	0.9773703275862551
7	HMEC	chr12	700000	73.1037783998513	1332	0.9773703275862551
8	HMEC	chr12	800000	59.70708343738863	1331	0.9773703275862551
9	HMEC	chr12	900000	49.645501764336004	1330	0.9773703275862551
10	HMEC	chr12	1000000	41.7581559837013	1329	0.9773703275862551
11	HMEC	chr12	1100000	36.077441220185804	1328	0.9773703275862551
12	HMEC	chr12	1200000	31.140436136170234	1327	0.9773703275862551
13	HMEC	chr12	1300000	26.772846355226246	1326	0.9773703275862551
14	HMEC	chr12	1400000	23.31749059193995	1325	0.9773703275862551
15	HMEC	chr12	1500000	20.820390677267568	1324	0.9773703275862551
16	HMEC	chr12	1600000	18.68606346543541	1323	0.9773703275862551
17	HMEC	chr12	1700000	16.960672632790065	1322	0.9773703275862551
18	HMEC	chr12	1800000	15.331392665751348	1321	0.9773703275862551
19	HMEC	chr12	1900000	14.146963182092916	1320	0.9773703275862551
20	HMEC	chr12	2000000	13.094817973061742	1319	0.9773703275862551
21	HMEC	chr12	2100000	11.890619935842853	1318	0.9773703275862551
22	HMEC	chr12	2200000	10.971329643376723	1317	0.9773703275862551
23	HMEC	chr12	2300000	10.32643085190947	1316	0.9773703275862551
24	HMEC	chr12	2400000	9.43783151084885	1315	0.9773703275862551
25	HMEC	chr12	2500000	8.97344225646597	1314	0.9773703275862551
26	HMEC	chr12	2600000	8.432449833893017	1313	0.9773703275862551
27	HMEC	chr12	2700000	8.102952763350881	1312	0.9773703275862551
28	HMEC	chr12	2800000	7.681577974655937	1311	0.9773703275862551
29	HMEC	chr12	2900000	7.383812113421564	1310	0.9773703275862551
30	HMEC	chr12	3000000	6.981041031099022	1309	0.9773703275862551
	Matrix	Chromosome	Distance	Contacts	Number_bins	Scale_factor
0	HMEC	chr13	0	2608.5714149246805	1152	0.9773703275862551
1	HMEC	chr13	100000	709.7262713052355	1151	0.9773703275862551
2	HMEC	chr13	200000	283.7712584086463	1150	0.9773703275862551
3	HMEC	chr13	300000	188.6862663591098	1149	0.9773703275862551
4	HMEC	chr13	400000	138.50417459046724	1148	0.9773703275862551
5	HMEC	chr13	500000	108.3968094650722	1147	0.9773703275862551
6	HMEC	chr13	600000	86.96093952682295	1146	0.9773703275862551
7	HMEC	chr13	700000	71.18254683374973	1145	0.9773703275862551
8	HMEC	chr13	800000	60.53558711423953	1144	0.9773703275862551
9	HMEC	chr13	900000	51.21735995027438	1143	0.9773703275862551
10	HMEC	chr13	1000000	44.044710618519176	1142	0.9773703275862551
11	HMEC	chr13	1100000	37.7480977266538	1141	0.9773703275862551
12	HMEC	chr13	1200000	33.408108931369824	1140	0.9773703275862551
13	HMEC	chr13	1300000	29.22943146222504	1139	0.9773703275862551
14	HMEC	chr13	1400000	25.915422393573763	1138	0.9773703275862551
15	HMEC	chr13	1500000	23.078909424570348	1137	0.9773703275862551
16	HMEC	chr13	1600000	20.55715073963005	1136	0.9773703275862551
17	HMEC	chr13	1700000	18.960094313937493	1135	0.9773703275862551
